"id","channel_name","lob_name","case_sub_type_id","level","sla_age","subject","email_from","to_designation","cc_designation","created_at","created_by","modified_at","modified_by","to_email","cc_email","device_type_id","level_order","template_id","is_active"
"80","Commercial","Accessories","1","Second Level","5","Second Level escalation for New Commercial Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@ZAM","SALES@SNP-CO,ACCESSORIES@AM(PACCLS),SALES@SM,SALES@CCM,ACCESSORIES@TAM,SALES@CRMC,ACCESSORIES@MGR(ACC),ACCESSORIES@RAM,SALES@GM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"2","12",True
"174","Nexa","Sales","1","Second Level","3","Second Level escalation for New Nexa Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@CBH","SALES@TSM,SALES@GM,SALES@CRM-HEAD,SALES@SNP-CO,SALES@RM,SALES@SM,SALES@QCM,SALES@CEO,SALES@CRMC,SALES@SNP-DVH","2023-11-29 07:46:27.604878","admin","2024-05-16 14:41:26.230163",NULL,"","crm@maruti.co.in","2","2","12",True
"72","Nexa","Accessories","1","Second Level","5","Second Level escalation for New Nexa Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@ZAM","SALES@SNP-CO,ACCESSORIES@AM(PACCLS),SALES@SM,SALES@CCM,ACCESSORIES@TAM,SALES@CRMC,ACCESSORIES@MGR(ACC),ACCESSORIES@RAM,SALES@GM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"2","12",True
"69","Arena","Accessories","1","Third Level","7","Third Level escalation for New Arena Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@ZAM","SALES@SNP-CO,ACCESSORIES@AM(PACCLS),SALES@SM,SALES@CCM,ACCESSORIES@TAM,SALES@CRMC,ACCESSORIES@MGR(ACC),ACCESSORIES@RAM,SALES@GM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"3","14",True
"81","Commercial","Accessories","1","Third Level","7","Third Level escalation for New Commercial Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@ZAM","SALES@SNP-CO,ACCESSORIES@AM(PACCLS),SALES@SM,SALES@CCM,ACCESSORIES@TAM,SALES@CRMC,ACCESSORIES@MGR(ACC),ACCESSORIES@RAM,SALES@GM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"3","14",True
"96","Commercial","Accessories","2","Second Level","5","Second Level escalation for Repeat Commercial Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@ZAM","SALES@SNP-CO,ACCESSORIES@AM(PACCLS),SALES@SM,SALES@CCM,ACCESSORIES@TAM,SALES@CRMC,ACCESSORIES@MGR(ACC),ACCESSORIES@RAM,SALES@GM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"2","467",True
"61","True Value","True Value","1","First Level","2","First Level escalation for New True Value True Value Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","TRUE VALUE@RM-TV","TRUE VALUE@SNP-HEAD,TRUE VALUE@SLP-HEAD,TRUE VALUE@ZH-TV,TRUE VALUE@SNP-CO,TRUE VALUE@TM-TV,TRUE VALUE@CEO,TRUE VALUE@TVM,TRUE VALUE@CCM,TRUE VALUE@DSE","2023-06-26 14:16:38.763506","admin","2025-08-04 11:59:32.957597","CONCENTRIX_SatishChowdary.Goli@maruti.co.in","","",NULL,"1","7",True
"85","Arena","Accessories","2","Third Level","7","Third Level escalation for Repeat Arena Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@ZAM","SALES@SNP-CO,ACCESSORIES@AM(PACCLS),SALES@SM,SALES@CCM,ACCESSORIES@TAM,SALES@CRMC,ACCESSORIES@MGR(ACC),ACCESSORIES@RAM,SALES@GM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"3","469",True
"64","True Value","True Value","2","First Level","2","First Level escalation for Repeat True Value True Value Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","TRUE VALUE@RM-TV","TRUE VALUE@SNP-HEAD,TRUE VALUE@SLP-HEAD,TRUE VALUE@ZH-TV,TRUE VALUE@SNP-CO,TRUE VALUE@TM-TV,TRUE VALUE@CEO,TRUE VALUE@TVM,TRUE VALUE@CCM,TRUE VALUE@DSE","2023-06-26 14:16:38.763506","admin","2025-08-04 12:00:31.508438","CONCENTRIX_SatishChowdary.Goli@maruti.co.in","","",NULL,"1","463",True
"66","True Value","True Value","2","Third Level","4","Third Level escalation for Repeat True Value True Value Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","TRUE VALUE@TVCH,TRUE VALUE@DDVM-DD2SP","TRUE VALUE@SNP-HEAD,TRUE VALUE@SLP-HEAD,TRUE VALUE@ZH-TV,TRUE VALUE@RM-TV,TRUE VALUE@SNP-CO,TRUE VALUE@TM-TV,TRUE VALUE@CEO,TRUE VALUE@TVM,TRUE VALUE@CCM,TRUE VALUE@DSE","2023-06-26 14:16:38.763506","admin","2025-08-04 12:03:25.135909","CONCENTRIX_SatishChowdary.Goli@maruti.co.in","","",NULL,"3","473",True
"98","Commercial","Accessories","2","Fourth Level","9","Fourth Level escalation for Repeat Commercial Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@ZAM","SALES@SNP-CO,ACCESSORIES@AM(PACCLS),SALES@SM,SALES@CCM,ACCESSORIES@TAM,SALES@CRMC,ACCESSORIES@MGR(ACC),ACCESSORIES@RAM,SALES@GM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"4","476",True
"90","Nexa","Accessories","2","Fourth Level","9","Fourth Level escalation for Repeat Nexa Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@ZAM","SALES@SNP-CO,ACCESSORIES@AM(PACCLS),SALES@SM,SALES@CCM,ACCESSORIES@TAM,SALES@CRMC,ACCESSORIES@MGR(ACC),ACCESSORIES@RAM,SALES@GM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"4","476",True
"91","True Value","Accessories","2","First Level","2","First Level escalation for Repeat True Value Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@TAM,ACCESSORIES@RAM","TRUE VALUE@CCM,TRUE VALUE@CEO,ACCESSORIES@AM(PACCLS),TRUE VALUE@SNP-CO,TRUE VALUE@TVM,ACCESSORIES@MGR(ACC),ACCESSORIES@ZAM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"1","465",True
"43","Arena","Service","1","First Level","3","First Level escalation for New Arena Service Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SERVICE@RSM","SERVICE@CEO,SERVICE@GM,SERVICE@WM,SERVICE@TSM,SERVICE@ZSH,SERVICE@TSDEC,SERVICE@DPM,SERVICE@SM,SERVICE@CC,SERVICE@DPO-VESM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"1","9",True
"75","True Value","Accessories","1","First Level","2","First Level escalation for New True Value Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@TAM,ACCESSORIES@RAM","TRUE VALUE@CCM,TRUE VALUE@CEO,ACCESSORIES@AM(PACCLS),TRUE VALUE@SNP-CO,TRUE VALUE@TVM,ACCESSORIES@MGR(ACC),ACCESSORIES@ZAM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"1","10",True
"71","Nexa","Accessories","1","First Level","2","First Level escalation for New Nexa Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@TAM,ACCESSORIES@RAM","SALES@SNP-CO,ACCESSORIES@AM(PACCLS),SALES@SM,SALES@CCM,SALES@CRMC,ACCESSORIES@MGR(ACC),ACCESSORIES@ZAM,SALES@GM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"1","10",True
"95","Commercial","Accessories","2","First Level","2","First Level escalation for Repeat Commercial Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@TAM,ACCESSORIES@RAM","SALES@SNP-CO,ACCESSORIES@AM(PACCLS),SALES@SM,SALES@CCM,SALES@CRMC,ACCESSORIES@MGR(ACC),ACCESSORIES@ZAM,SALES@GM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"1","465",True
"58","Commercial","Service","2","First Level","3","First Level escalation for Repeat Commercial Service Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SERVICE@RSM","SERVICE@CEO,SERVICE@GM,SERVICE@WM,SERVICE@TSM,SERVICE@ZSH,SERVICE@TSDEC,SERVICE@DPM,SERVICE@SM,SERVICE@CC,SERVICE@DPO-VESM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"1","464",True
"55","Nexa","Service","2","First Level","3","First Level escalation for Repeat Nexa Service Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SERVICE@RSM","SERVICE@CEO,SERVICE@GM,SERVICE@WM,SERVICE@TSM,SERVICE@ZSH,SERVICE@TSDEC,SERVICE@DPM,SERVICE@SM,SERVICE@CC,SERVICE@DPO-VESM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"1","464",True
"79","Commercial","Accessories","1","First Level","2","First Level escalation for New Commercial Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@TAM,ACCESSORIES@RAM","SALES@SNP-CO,ACCESSORIES@AM(PACCLS),SALES@SM,SALES@CCM,SALES@CRMC,ACCESSORIES@MGR(ACC),ACCESSORIES@ZAM,SALES@GM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"1","10",True
"109","Nexa","Suzuki Connect","2","Second Level","5","Second Level escalation for Repeat Nexa Suzuki Connect Gen 2 Product Complaint Number {{caseNumber}} which is registered on {{caseCreationDate}}","msilcomplaints.noreply@maruti.co.in","SUZUKI CONNECT@DPM(SETE)@GEN2","SUZUKI CONNECT@SMGR(SETE)@GEN2,SUZUKI CONNECT@MGR(CRM-1)@GEN2,SUZUKI CONNECT@SMGR(CRM-1)@GEN2,SUZUKI CONNECT@SFMGR1(CRM1)@GEN2","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","GEN2_Suzuki_Connect@maruti.co.in,SC_Nexa@nexaexperience.com","2","2","468",True
"106","Arena","Suzuki Connect","2","Second Level","5","Second Level escalation for Repeat Arena Suzuki Connect Gen 2 Product Complaint Number {{caseNumber}} which is registered on {{caseCreationDate}}","msilcomplaints.noreply@maruti.co.in","SUZUKI CONNECT@DPM(SETE)@GEN2","SUZUKI CONNECT@SMGR(SETE)@GEN2,SUZUKI CONNECT@MGR(CRM-1)@GEN2,SUZUKI CONNECT@SMGR(CRM-1)@GEN2,SUZUKI CONNECT@SFMGR1(CRM1)@GEN2","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","GEN2_Suzuki_Connect@maruti.co.in,SC_Nexa@nexaexperience.com","2","2","468",True
"101","Arena","Suzuki Connect","1","Third Level","10","Third Level escalation for New Arena Suzuki Connect Gen 2 Product Complaint Number {{caseNumber}} which is registered on {{caseCreationDate}}","msilcomplaints.noreply@maruti.co.in","SUZUKI CONNECT@DVM(ASTS)@GEN2","SUZUKI CONNECT@SMGR(SETE)@GEN2,SUZUKI CONNECT@MGR(CRM-1)@GEN2,SUZUKI CONNECT@SMGR(CRM-1)@GEN2,SUZUKI CONNECT@SFMGR1(CRM1)@GEN2,SUZUKI CONNECT@DPM(SETE)@GEN2","2023-06-26 14:16:38.763506","admin",NULL,NULL,"","GEN2_Suzuki_Connect@maruti.co.in,SC_Nexa@nexaexperience.com","2","3","21",True
"100","Arena","Suzuki Connect","1","Second Level","5","Second Level escalation for New Arena Suzuki Connect Gen 2 Product Complaint Number {{caseNumber}} which is registered on {{caseCreationDate}}","msilcomplaints.noreply@maruti.co.in","SUZUKI CONNECT@DPM(SETE)@GEN2","SUZUKI CONNECT@SMGR(SETE)@GEN2,SUZUKI CONNECT@MGR(CRM-1)@GEN2,SUZUKI CONNECT@SMGR(CRM-1)@GEN2,SUZUKI CONNECT@SFMGR1(CRM1)@GEN2","2023-06-26 14:16:38.763506","admin",NULL,NULL,"","GEN2_Suzuki_Connect@maruti.co.in,SC_Nexa@nexaexperience.com","2","2","29",True
"103","Nexa","Suzuki Connect","1","Second Level","5","Second Level escalation for New Nexa Suzuki Connect Gen 2 Product Complaint Number {{caseNumber}} which is registered on {{caseCreationDate}}","msilcomplaints.noreply@maruti.co.in","SUZUKI CONNECT@DPM(SETE)@GEN2","SUZUKI CONNECT@SMGR(SETE)@GEN2,SUZUKI CONNECT@MGR(CRM-1)@GEN2,SUZUKI CONNECT@SMGR(CRM-1)@GEN2,SUZUKI CONNECT@SFMGR1(CRM1)@GEN2","2023-06-26 14:16:38.763506","admin",NULL,NULL,"","GEN2_Suzuki_Connect@maruti.co.in,SC_Nexa@nexaexperience.com","2","2","29",True
"110","Nexa","Suzuki Connect","2","Third Level","10","Third Level escalation for Repeat Nexa Suzuki Connect Gen 2 Product Complaint Number {{caseNumber}} which is registered on {{caseCreationDate}}","msilcomplaints.noreply@maruti.co.in","SUZUKI CONNECT@DVM(ASTS)@GEN2","SUZUKI CONNECT@SMGR(SETE)@GEN2,SUZUKI CONNECT@MGR(CRM-1)@GEN2,SUZUKI CONNECT@SMGR(CRM-1)@GEN2,SUZUKI CONNECT@SFMGR1(CRM1)@GEN2,SUZUKI CONNECT@DPM(SETE)@GEN2","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","GEN2_Suzuki_Connect@maruti.co.in,SC_Nexa@nexaexperience.com","2","3","478",True
"46","Nexa","Service","1","First Level","3","First Level escalation for New Nexa Service Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SERVICE@RSM","SERVICE@CEO,SERVICE@GM,SERVICE@WM,SERVICE@TSM,SERVICE@ZSH,SERVICE@TSDEC,SERVICE@DPM,SERVICE@SM,SERVICE@CC,SERVICE@DPO-VESM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"1","9",True
"15","Nexa","Sales","1","First Level","2","First Level escalation for New Nexa Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@RM","SALES@CBH,SALES@CRMC,SALES@SNP-CO,SALES@GM,SALES@QCM,SALES@SM,SALES@CEO,SALES@SNP-DVH,SALES@TSM,SALES@CRM-HEAD","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","crm@maruti.co.in",NULL,"1","10",True
"192","Commercial","Sales","1","First Level","2","First Level escalation for New Commercial Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@ZH","SALES@TSM,SALES@GM,SALES@CEO,SALES@DPM-COMS,SALES@DVM,SALES@COH,SALES@CC-INCHARGE","2023-11-29 07:46:27.604878","admin","2024-05-16 14:41:26.230163",NULL,"","crm@maruti.co.in","2","1","10",True
"67","Arena","Accessories","1","First Level","2","First Level escalation for New Arena Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@TAM,ACCESSORIES@RAM","SALES@SNP-CO,ACCESSORIES@AM(PACCLS),SALES@SM,SALES@CCM,SALES@CRMC,ACCESSORIES@MGR(ACC),ACCESSORIES@ZAM,SALES@GM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"1","10",True
"133","Nexa","Sales","1","First Level","2","First Level escalation for New Nexa Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@RM","SALES@CBH,SALES@CRMC,SALES@SNP-CO,SALES@GM,SALES@QCM,SALES@SM,SALES@CEO,SALES@SNP-DVH,SALES@TSM,SALES@CRM-HEAD","2023-11-29 07:44:15.567792","admin","2024-05-16 14:41:26.230163",NULL,"","crm@maruti.co.in","1","1","10",True
"8","Commercial","Sales","1","First Level","2","First Level escalation for New Commercial Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@ZH","SALES@TSM,SALES@GM,SALES@CEO,SALES@DPM-COMS,SALES@DVM,SALES@COH,SALES@CC-INCHARGE","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","crm@maruti.co.in",NULL,"1","10",True
"150","Commercial","Sales","1","First Level","2","First Level escalation for New Commercial Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@ZH","SALES@TSM,SALES@GM,SALES@CEO,SALES@DPM-COMS,SALES@DVM,SALES@COH,SALES@CC-INCHARGE","2023-11-29 07:44:15.567792","admin","2024-05-16 14:41:26.230163",NULL,"","crm@maruti.co.in","1","1","10",True
"175","Nexa","Sales","1","First Level","2","First Level escalation for New Nexa Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@RM","SALES@CBH,SALES@CRMC,SALES@SNP-CO,SALES@GM,SALES@QCM,SALES@SM,SALES@CEO,SALES@SNP-DVH,SALES@TSM,SALES@CRM-HEAD","2023-11-29 07:46:27.604878","admin","2024-05-16 14:41:26.230163",NULL,"","crm@maruti.co.in","2","1","10",True
"124","Arena","Sales","1","First Level","2","First Level escalation for New Arena Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@RM","SALES@CBH,SALES@CRMC,SALES@SNP-CO,SALES@GM,SALES@QCM,SALES@SM,SALES@CEO,SALES@SNP-DVH,SALES@TSM,SALES@CRM-HEAD","2023-11-29 07:44:15.567792","admin","2025-06-24 03:32:43.722236","CONCENTRIX_SatishChowdary.Goli@maruti.co.in","","crm@maruti.co.in,gaurav.singal@maruti.co.in,sandeep.behera@maruti.co.in","1","1","10",True
"166","Arena","Sales","1","First Level","2","First Level escalation for New Arena Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@RM","SALES@CBH,SALES@CRMC,SALES@SNP-CO,SALES@GM,SALES@QCM,SALES@SM,SALES@CEO,SALES@SNP-DVH,SALES@TSM,SALES@CRM-HEAD","2023-11-29 07:46:27.604878","admin","2025-06-24 03:33:03.888135","CONCENTRIX_SatishChowdary.Goli@maruti.co.in","","crm@maruti.co.in,sandeep.behera@maruti.co.in,gaurav.singal@maruti.co.in","2","1","10",True
"191","Commercial","Sales","1","Second Level","3","Second Level escalation for New Commercial Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@ZH","SALES@TSM,SALES@GM,SALES@CEO,SALES@DPM-COMS,SALES@DVM,SALES@COH,SALES@CC-INCHARGE","2023-11-29 07:46:27.604878","admin","2024-05-16 14:41:26.230163",NULL,"","crm@maruti.co.in","2","2","12",True
"9","Commercial","Sales","1","Second Level","3","Second Level escalation for New Commercial Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@ZH","SALES@TSM,SALES@GM,SALES@CEO,SALES@DPM-COMS,SALES@DVM,SALES@COH,SALES@CC-INCHARGE","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","crm@maruti.co.in",NULL,"2","12",True
"149","Commercial","Sales","1","Second Level","3","Second Level escalation for New Commercial Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@ZH","SALES@TSM,SALES@GM,SALES@CEO,SALES@DPM-COMS,SALES@DVM,SALES@COH,SALES@CC-INCHARGE","2023-11-29 07:44:15.567792","admin","2024-05-16 14:41:26.230163",NULL,"","crm@maruti.co.in","1","2","12",True
"16","Nexa","Sales","1","Second Level","3","Second Level escalation for New Nexa Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@CBH","SALES@TSM,SALES@GM,SALES@CRM-HEAD,SALES@SNP-CO,SALES@RM,SALES@SM,SALES@QCM,SALES@CEO,SALES@CRMC,SALES@SNP-DVH","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","crm@maruti.co.in",NULL,"2","12",True
"132","Nexa","Sales","1","Second Level","3","Second Level escalation for New Nexa Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@CBH","SALES@TSM,SALES@GM,SALES@CRM-HEAD,SALES@SNP-CO,SALES@RM,SALES@SM,SALES@QCM,SALES@CEO,SALES@CRMC,SALES@SNP-DVH","2023-11-29 07:44:15.567792","admin","2024-05-16 14:41:26.230163",NULL,"","crm@maruti.co.in","1","2","12",True
"2","Arena","Sales","1","Second Level","3","Second Level escalation for New Arena Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@CBH","SALES@TSM,SALES@GM,SALES@CRM-HEAD,SALES@SNP-CO,SALES@RM,SALES@SM,SALES@QCM,SALES@CEO,SALES@CRMC,SALES@SNP-DVH","2023-06-26 14:16:38.763506","admin","2025-06-24 03:34:42.427173","CONCENTRIX_SatishChowdary.Goli@maruti.co.in","","crm@maruti.co.in,gaurav.singal@maruti.co.in,sandeep.behera@maruti.co.in",NULL,"2","12",True
"10","Commercial","Sales","1","Third Level","4","Third Level escalation for New Commercial Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@DVM","SALES@ZH,SALES@TSM,SALES@GM,SALES@CEO,SALES@DPM-COMS,SALES@COH,SALES@CC-INCHARGE","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","crm@maruti.co.in",NULL,"3","14",True
"73","Nexa","Accessories","1","Third Level","7","Third Level escalation for New Nexa Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@ZAM","SALES@SNP-CO,ACCESSORIES@AM(PACCLS),SALES@SM,SALES@CCM,ACCESSORIES@TAM,SALES@CRMC,ACCESSORIES@MGR(ACC),ACCESSORIES@RAM,SALES@GM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"3","14",True
"77","True Value","Accessories","1","Third Level","7","Third Level escalation for New True Value Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@ZAM","TRUE VALUE@CCM,TRUE VALUE@CEO,ACCESSORIES@AM(PACCLS),TRUE VALUE@SNP-CO,TRUE VALUE@TVM,ACCESSORIES@TAM,ACCESSORIES@MGR(ACC),ACCESSORIES@RAM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"3","14",True
"123","Arena","Sales","1","Second Level","3","Second Level escalation for New Arena Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@CBH","SALES@TSM,SALES@GM,SALES@CRM-HEAD,SALES@SNP-CO,SALES@RM,SALES@SM,SALES@QCM,SALES@CEO,SALES@CRMC,SALES@SNP-DVH","2023-11-29 07:44:15.567792","admin","2025-06-24 03:35:03.365028","CONCENTRIX_SatishChowdary.Goli@maruti.co.in","","crm@maruti.co.in,sandeep.behera@maruti.co.in,gaurav.singal@maruti.co.in","1","2","12",True
"44","Arena","Service","1","Second Level","5","Second Level escalation for New Arena Service Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SERVICE@ZSH,SERVICE@DPM,SERVICE@DPO-VESM","SERVICE@CEO,SERVICE@GM,SERVICE@WM,SERVICE@TSM,SERVICE@RSM,SERVICE@CC,SERVICE@TSDEC,SERVICE@CH,SERVICE@DDVM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"2","25",True
"50","Commercial","Service","1","Second Level","5","Second Level escalation for New Commercial Service Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SERVICE@ZSH,SERVICE@DPM,SERVICE@DPO-VESM","SERVICE@CEO,SERVICE@GM,SERVICE@WM,SERVICE@TSM,SERVICE@RSM,SERVICE@CC,SERVICE@TSDEC,SERVICE@CH,SERVICE@DDVM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"2","25",True
"48","Nexa","Service","1","Third Level","7","Third Level escalation for New Nexa Service Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SERVICE@CH,SERVICE@DDVM","SERVICE@CEO,SERVICE@GM,SERVICE@WM,SERVICE@TSM,SERVICE@RSM,SERVICE@CC,SERVICE@ZSH,SERVICE@TSDEC,SERVICE@DPO-VESM,SERVICE@DPO","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"3","26",True
"51","Commercial","Service","1","Third Level","7","Third Level escalation for New Commercial Service Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SERVICE@CH,SERVICE@DDVM","SERVICE@CEO,SERVICE@GM,SERVICE@WM,SERVICE@TSM,SERVICE@RSM,SERVICE@CC,SERVICE@ZSH,SERVICE@TSDEC,SERVICE@DPO-VESM,SERVICE@DPO","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"3","26",True
"45","Arena","Service","1","Third Level","7","Third Level escalation for New Arena Service Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SERVICE@CH,SERVICE@DDVM","SERVICE@CEO,SERVICE@GM,SERVICE@WM,SERVICE@TSM,SERVICE@RSM,SERVICE@CC,SERVICE@ZSH,SERVICE@TSDEC,SERVICE@DPO-VESM,SERVICE@DPO","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"3","26",True
"70","Arena","Accessories","1","Fourth Level","9","Fourth Level escalation for New Arena Accessories Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","ACCESSORIES@ZAM","SALES@SNP-CO,ACCESSORIES@AM(PACCLS),SALES@SM,SALES@CCM,ACCESSORIES@TAM,SALES@CRMC,ACCESSORIES@MGR(ACC),ACCESSORIES@RAM,SALES@GM","2023-06-26 14:16:38.763506","admin","2024-05-16 14:41:26.230163",NULL,"","",NULL,"4","27",True
"165","Arena","Sales","1","Second Level","3","Second Level escalation for New Arena Sales Complaint ref. no {{caseNumber}}","msilcomplaints.noreply@maruti.co.in","SALES@CBH","SALES@TSM,SALES@GM,SALES@CRM-HEAD,SALES@SNP-CO,SALES@RM,SALES@SM,SALES@QCM,SALES@CEO,SALES@CRMC,SALES@SNP-DVH","2023-11-29 07:46:27.604878","admin","2025-06-24 03:35:24.360955","CONCENTRIX_SatishChowdary.Goli@maruti.co.in","","crm@maruti.co.in,gaurav.singal@maruti.co.in,sandeep.behera@maruti.co.in","2","2","12",True
